Titre;Réalisateur;Adresse;Organisme Demandeur;Type de tournage;Arrondissement;Date debut;Date fin;xy
BLACKPILLS/VIRGIN;NATH DUMONT;70  RUE  DE MEAUX;TOGETHER MEDIA 2;SERIE TELEVISEE;75019;2016-08-15;2016-08-18;48.88322, 2.37655
LES OPTIMISTES;ALEXEÏ POPOGREBSKY;7  RUE  DE L'ECHELLE;SERVICE PARIS PRODUCTION;SERIE TELEVISEE;75001;2016-08-23;2016-08-23;48.864024, 2.334199
10%/SAISON 2;JEANNE HERRY;149  RUE  SAINT HONORE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;2016-09-05;2016-09-05;48.862012, 2.339698
10%/SAISON 2;JEANNE HERRY;RUE  CROIX DES PETITS CHAMPS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;2016-09-05;2016-09-05;48.863996, 2.340163
10%/SAISON 2;JEANNE HERRY;RUE  DE RIVOLI/DE CASTIGLIONE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;2016-09-05;2016-09-05;48.865778, 2.327951
10%/SAISON 2;JEANNE HERRY;234  RUE  DE RIVOLI;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75001;2016-09-05;2016-09-05;48.865375, 2.327206
10%/SAISON 2;JEANNE HERRY;1  PLACE  DU TROCADERO;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-09-15;2016-09-15;48.862323, 2.281879
10%/SAISON 2;JEANNE HERRY;AVENUE  DU PRESIDENT WILSON;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-09-15;2016-09-15;48.864614, 2.29457
10%/SAISON 2;JEANNE HERRY;PLACE  DU TROCADERO ET DU 11 NOVEMBRE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-09-15;2016-09-15;48.862578, 2.287377
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;JARDIN*  DU TROCADERO;CINETEVE;SERIE TELEVISEE;75016;2016-09-16;2016-09-16;48.862548, 2.28222
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;7  RUE  CHATEAUBRIAND;CINETEVE;SERIE TELEVISEE;75008;2016-09-16;2016-09-16;48.873307, 2.302135
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;40  RUE  WASHINGTON;CINETEVE;SERIE TELEVISEE;75008;2016-09-16;2016-09-16;48.874173, 2.304655
10%/SAISON 2;JEANNE HERRY;95  QUAI  DE SEINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;2016-09-16;2016-09-16;48.886466, 2.373834
BLACKPILLS/RAISING HITLER;LOUIS FARGE;AVENUE  CHARLES FLOQUET;TOGETHER MEDIA 2;SERIE TELEVISEE;75017;2016-09-22;2016-09-22;48.886051, 2.303064
BLACKPILLS/RAISING HITLER;LOUIS FARGE;RUE  CLER;TOGETHER MEDIA 2;SERIE TELEVISEE;75017;2016-09-22;2016-09-22;48.887756, 2.321556
10%/SAISON 2;JEANNE HERRY;RUE  VICTOR MASSE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-29;2016-09-29;48.880761, 2.338199
10%/SAISON 2;JEANNE HERRY;RUE  LIEUTENANT CHAURE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75020;2016-09-30;2016-09-30;48.867384, 2.406849
CHRONIQUES PARISIENNES;ZABOU BREITMAN;PLACE  SAINT GERVAIS;LES FILMS DU KIOSQUE;SERIE TELEVISEE;75004;2016-10-01;2016-10-01;48.855529, 2.354117
CHRONIQUES PARISIENNES;ZABOU BREITMAN;PONT  BIR HAKEIM;LES FILMS DU KIOSQUE;SERIE TELEVISEE;75015;2016-10-01;2016-10-01;48.854649, 2.288998
10%/SAISON 2;JEANNE HERRY;QUAI  DE LA LOIRE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75019;2016-10-03;2016-10-03;48.885571, 2.375345
10%/SAISON 2;JEANNE HERRY;1  BOULEVARD  POISSONNIERE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75002;2016-10-03;2016-10-03;48.870665, 2.3478
ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;AVENUE  DE VILLIERS;SON ET LUMIERE;SERIE TELEVISEE;75017;2016-10-03;2016-10-03;48.883862, 2.303829
PARIS VA BIEN;SAID KHEDIRI;PARC  DE BERCY;LES FILMS DE DEMAIN;SERIE TELEVISEE;75012;2016-10-08;2016-10-08;48.836091, 2.380547
10%/SAISON 2;JEANNE HERRY;RUE  CASIMIR PERIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;2016-10-10;2016-10-10;48.85795, 2.31939
10%/SAISON 2;JEANNE HERRY;BOULEVARD  SAINT GERMAIN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;2016-10-10;2016-10-10;48.856861, 2.32507
10%/SAISON 2;JEANNE HERRY;AVENUE  DE BRETEUIL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75007;2016-10-10;2016-10-10;48.85046, 2.311558
ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;110  BOULEVARD  MAC DONALD;SON ET LUMIERE;SERIE TELEVISEE;75019;2016-10-10;2016-10-10;
LA MANTE;ALEXANDRE LAURENT;RUE  LAGARDE;SEPTEMBRE PRODUCTIONS;SERIE TELEVISEE;75005;2016-10-11;2016-10-11;48.840574, 2.347668
10%/SAISON 2;JEANNE HERRY;48  RUE  DE L'ASSOMPTION;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-10-13;2016-10-13;48.85442, 2.270404
ALICE NEVERS, LE JUGE EST UNE FEMME/84 ET 85;ERIC LE ROUX;RUE  DE LA VERRERIE;EGO PRODUCTION;SERIE TELEVISEE;75004;2016-10-13;2016-10-13;48.857972, 2.352876
ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;BOULEVARD  BERTHIER ET CONTRE ALLEE;SON ET LUMIERE;SERIE TELEVISEE;75017;2016-10-13;2016-10-13;48.888792, 2.30081
THE PACKAGE;CHANG KEUN CHUN;PLACE  SAINT PIERRE;BH PARIS MEDIA PRODUCTIONS;SERIE TELEVISEE;75018;2016-10-13;2016-10-13;48.884326, 2.343816
THE PACKAGE;CHANG KEUN CHUN;2/14  RUE  NORVINS;BH PARIS MEDIA PRODUCTIONS;SERIE TELEVISEE;75018;2016-10-13;2016-10-13;48.886916, 2.340396
THE PACKAGE;CHANG KEUN CHUN;PLACE  D'ESTIENNE D'ORVES;BH PARIS MEDIA PRODUCTIONS;SERIE TELEVISEE;75009;2016-10-13;2016-10-13;48.877088, 2.331962
NOIR ENIGMA;MANUEL BOURSINHAC;RUE  DES FOSSES SAINT JACQUES;ASTHARTE ET COMPAGNIE;SERIE TELEVISEE;75005;2016-01-11;2016-01-12;48.845593, 2.34415
LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;20  RUE  LAFAYETTE;THE OLIGARCHS PRODUCTIONS;SERIE TELEVISEE;75009;2016-01-13;2016-01-13;48.873828, 2.336218
NOIR ENIGMA;MANUEL BOURSINHAC;1  PLACE  DE L'ESTRAPADE;ASTHARTE ET COMPAGNIE;SERIE TELEVISEE;75005;2016-01-13;2016-01-14;48.845058, 2.345069
LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;19  VILLA  RIBEROLLES;THE OLIGARCHS PRODUCTIONS;SERIE TELEVISEE;75020;2016-01-15;2016-01-15;48.858173, 2.396804
LES BEAUX MALAISES;ERIC LAVAINE;131  RUE  MICHEL ANGE/LE PALAIS DU BONHEUR;THALIE IMAGES;SERIE TELEVISEE;75016;2016-01-18;2016-01-18;48.839066, 2.257753
LES HOMMES DE L'OMBRE;FRED GARSON;1  PLACE  DU PALAIS ROYAL;MACONDO;SERIE TELEVISEE;75001;2016-01-26;2016-01-26;48.862728, 2.336185
LES HOMMES DE L'OMBRE;FRED GARSON;127  RUE  DE GRENELLE;MACONDO;SERIE TELEVISEE;75007;2016-01-29;2016-01-29;48.857803, 2.315867
PROFILAGE/67 A 68/ SAISON 7;ALEXANDRE LAURENT;TUNNEL  PIETONS SOUS LA VOIE GEORGES POMPIDOU;BEAUBOUG AUDIOVISUEL;SERIE TELEVISEE;75016;2016-02-05;2016-02-05;48.851681, 2.28001
PROFILAGE/67 A 68/ SAISON 7;ALEXANDRE LAURENT;64  AVENUE  DE NEW YORK;BEAUBOUG AUDIOVISUEL;SERIE TELEVISEE;75016;2016-02-05;2016-02-05;48.862712, 2.293955
LES HOMMES DE L'OMBRE;FRED GARSON;PLACE  ANDRE MALRAUX;MACONDO;SERIE TELEVISEE;75001;2016-02-09;2016-02-09;48.863947, 2.334907
LES HOMMES DE L'OMBRE;FRED GARSON;104  BOULEVARD  MALESHERBES;MACONDO;SERIE TELEVISEE;75017;2016-02-09;2016-02-12;48.881759, 2.311725
VENERATION;MARJORY DEJARDIN;89  RUE  BARON LEROY/STUDIO DE BERCY;CMP MOVIES;SERIE TELEVISEE;75012;2016-02-12;2016-02-12;48.841379, 2.377464
LES MYSTERES DE L'AMOUR;DAN OCCO;11  RUE  CHARDON LAGACHE;JLA PRODUCTIONS;SERIE TELEVISEE;75016;2016-02-12;2016-02-12;48.844977, 2.26667
LES 7 NAINS ET MOI;DAMIEN MARIC;RUE  CHARDIN;METHOD FILMS;SERIE TELEVISEE;75016;2016-02-16;2016-02-16;48.858673, 2.287764
EMMA;ALFRED LOT;CENTRE  NATIONAL DE DANSE;MANDARIN CINEMA;SERIE TELEVISEE;93500;2016-02-18;2016-02-18;
LEO MATTEI/N°13 ET 14;SEBASTIEN CIRADE;RUE  JEAN PIERRE BLOCH;LGM CINEMA;SERIE TELEVISEE;75007;2016-03-10;2016-03-10;48.849094, 2.319124
LEO MATTEI/N°13 ET 14;SEBASTIEN CIRADE;PARC  DU CHAMP DE MARS;LGM CINEMA;SERIE TELEVISEE;75007;2016-03-14;2016-03-14;48.854395, 2.304772
CHEFS - SAISON 2;ARNAUD MALHERBE;37  BOULEVARD  DE CLICHY;CALT PRODUCTION;SERIE TELEVISEE;75009;2016-03-15;2016-03-16;48.882788, 2.33523
LEO MATTEI/N°13 ET 14;SEBASTIEN CIRADE;RUE  EUGENE POUBELOLE/QUAI LOUIS BLERIOT;LGM CINEMA;SERIE TELEVISEE;75016;2016-03-17;2016-03-17;48.844853, 2.272121
CHEFS - SAISON 2;ARNAUD MALHERBE;RUE  HENRI MONNIER;CALT PRODUCTION;SERIE TELEVISEE;75009;2016-03-17;2016-03-17;48.880077, 2.33727
CHEFS - SAISON 2;ARNAUD MALHERBE;RUE  BLANCHE/DE BRUXELLES;CALT PRODUCTION;SERIE TELEVISEE;75009;2016-03-17;2016-03-17;48.883061, 2.329228
LES HOMMES DE L'OMBRE;FRED GARSON;RUE  PASCAL;MACONDO;SERIE TELEVISEE;75005;2016-03-21;2016-03-21;48.838084, 2.349355
LES HOMMES DE L'OMBRE;FRED GARSON;110  RUE  DE GRENELLE (MINISTERE DE L'EDUCATION);MACONDO;SERIE TELEVISEE;75007;2016-03-22;2016-03-24;48.856634, 2.320797
LES HOMMES DE L'OMBRE;FRED GARSON;AVENUE  GABRIEL;MACONDO;SERIE TELEVISEE;75008;2016-03-24;2016-03-24;48.868391, 2.316734
LES HOMMES DE L'OMBRE;FRED GARSON;SQUARE  JEAN PERRIN;MACONDO;SERIE TELEVISEE;75008;2016-03-24;2016-03-24;48.866924, 2.311684
LES HOMMES DE L'OMBRE;FRED GARSON;JARDIN*  DE LA NOUVELLE FRANCE;MACONDO;SERIE TELEVISEE;75008;2016-03-24;2016-03-24;48.870546, 2.324954
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;42  RUE  DES SAULES;EGO PRODUCTION;SERIE TELEVISEE;75018;2016-03-28;2016-03-28;48.890213, 2.340424
MA PIRE ANGOISSE;VLADIMIR RODIONOFF;RUE  DU FAUBOURG SAINT MARTIN;LES IMPRODUCTIBLES;SERIE TELEVISEE;75010;2016-03-29;2016-03-29;48.876172, 2.360673
STAY WITH ME;XIANCHENG DENG;RUE  MAURICE UTRILLO;PARIS 818 MEDIA;SERIE TELEVISEE;75018;2016-03-29;2016-03-29;48.88628, 2.344359
STAY WITH ME;XIANCHENG DENG;RUE  DU CARDINAL DUBOIS ET ESCALIERS;PARIS 818 MEDIA;SERIE TELEVISEE;75018;2016-03-29;2016-03-29;
THE COLLECTION;DEARBHLA WALSH;QUAI  D'ORLEANS (RAMPE);FEDERATION ENTERTAINMENT;SERIE TELEVISEE;75004;2016-03-30;2016-03-30;48.851648, 2.354284
JOSEPHINE ANGE GARDIEN/N° 80;STEPHAN KOPECKY;4  RUE  BOISSIERE;DEMD PRODUCTIONS;SERIE TELEVISEE;75016;2016-03-31;2016-03-31;48.8656, 2.292904
STAY WITH ME;XIANCHENG DENG;RUE  DE L'ORATOIRE;PARIS 818 MEDIA;SERIE TELEVISEE;75001;2016-03-31;2016-03-31;48.861513, 2.340245
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;5/7  RUE  DE L'ECHELLE;EGO PRODUCTION;SERIE TELEVISEE;75001;2016-04-04;2016-04-04;48.864024, 2.334199
IN AMERICA;VINCENT PRIMAULT;JARDIN*  DU TROCADERO;MAKING PROD;SERIE TELEVISEE;75016;2016-04-04;2016-04-04;48.862548, 2.28222
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;QUAI  D'ANJOU/R POULLETIER (ANGLE);EGO PRODUCTION;SERIE TELEVISEE;75004;2016-04-05;2016-04-05;48.851372, 2.358107
IN AMERICA;VINCENT PRIMAULT;PONT  LOUIS PHILIPPE;MAKING PROD;SERIE TELEVISEE;75004;2016-04-06;2016-04-06;48.855368, 2.355793
IN AMERICA;VINCENT PRIMAULT;7  RUE  ROBERT ET SONIA DELAUNAY;MAKING PROD;SERIE TELEVISEE;75011;2016-04-07;2016-04-07;48.85533, 2.393375
LES HOMMES DE L'OMBRE;FRED GARSON;JARDIN*  DES CHAMPS ELYSEES;MACONDO;SERIE TELEVISEE;75008;2016-04-08;2016-04-08;48.864203, 2.314419
LES HOMMES DE L'OMBRE;FRED GARSON;37BIS  QUAI  DE LA SEINE;MACONDO;SERIE TELEVISEE;75019;2016-04-11;2016-04-11;48.886088, 2.373251
ALICE NEVERS, LE JUGE EST UNE FEMME/82 ET 83;ERIC LE ROUX;42  RUE  DES PETITES ECURIES;EGO PRODUCTION;SERIE TELEVISEE;75010;2016-04-11;2016-04-11;48.873921, 2.350107
IN AMERICA;VINCENT PRIMAULT;14  RUE  DU TEMPLE (BHV);MAKING PROD;SERIE TELEVISEE;75004;2016-04-11;2016-04-11;48.858275, 2.353421
IN AMERICA;VINCENT PRIMAULT;SQUARE  SAINTE CROIX DE LA BRETONNERIE;MAKING PROD;SERIE TELEVISEE;75004;2016-04-11;2016-04-11;48.858305, 2.354643
LES HOMMES DE L'OMBRE;FRED GARSON;37 BIS  QUAI  DE LA SEINE;MACONDO;SERIE TELEVISEE;75019;2016-04-12;2016-04-12;48.886088, 2.373251
HEROÏNE(S);AUDREY ESTROUGO;9  RUE  ANDRE DANJON;ELZEVIR FILMS;SERIE TELEVISEE;75019;2016-04-12;2016-04-12;48.884843, 2.3845
LES HOMMES DE L'OMBRE;FRED GARSON;4  RUE  OLIVIER MESSIAEN;MACONDO;SERIE TELEVISEE;75013;2016-04-13;2016-04-14;48.829934, 2.379074
CHEFS - SAISON 2;ARNAUD MALHERBE;133  RUE  DU MONT CENIS;CALT PRODUCTION;SERIE TELEVISEE;75018;2016-04-14;2016-04-14;48.896757, 2.346563
CHEFS - SAISON 2;ARNAUD MALHERBE;4  RUE  ARSENE HOUSSAYE;CALT PRODUCTION;SERIE TELEVISEE;75008;2016-04-14;2016-04-14;48.873602, 2.298162
CHEFS - SAISON 2;ARNAUD MALHERBE;AVENUE  DE FRIEDLAND;CALT PRODUCTION;SERIE TELEVISEE;75008;2016-04-26;2016-04-26;48.874429, 2.300964
CHEFS - SAISON 2;ARNAUD MALHERBE;RUE  LORD BYRON;CALT PRODUCTION;SERIE TELEVISEE;75008;2016-04-26;2016-04-26;48.873255, 2.299915
CHEFS - SAISON 2;ARNAUD MALHERBE;RUE  BERRYER;CALT PRODUCTION;SERIE TELEVISEE;75008;2016-04-26;2016-04-26;48.875161, 2.303944
MAGIC KIDS;JEAN LUC BERTRAND;PONT  DE BERCY/ANGLE QUAI DE BERCY;ELECTRON LIBRE PRODUCTIONS;SERIE TELEVISEE;75012;2016-04-28;2016-04-28;48.834424, 2.380876
MAGIC KIDS;JEAN LUC BERTRAND;PONT  DE BERCY/ANGLE QUAI DE BERCY;ELECTRON LIBRE PRODUCTIONS;SERIE TELEVISEE;75012;2016-04-29;2016-04-29;48.834424, 2.380876
VOUS LES FEMMES;SHAUN SEVERI;PARC  DES BUTTES CHAUMONT;CALT PRODUCTION;SERIE TELEVISEE;75019;2016-05-02;2016-05-03;48.879186, 2.387537
04:04:02;SOPHIE LEVY;PARC  DES BUTTES CHAUMONT;SOFILMS;SERIE TELEVISEE;75019;2016-05-07;2016-05-07;48.879186, 2.387537
MUNCH;GABRIEL LAFERRIERE;VILLA  SEURAT;EXILENE FILMS;SERIE TELEVISEE;75014;2016-05-13;2016-05-13;48.826116, 2.33298
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;21  RUE  DE REUILLY;DEMD PRODUCTIONS;SERIE TELEVISEE;75012;2016-05-16;2016-05-16;48.848478, 2.386018
MUNCH;GABRIEL LAFERRIERE;12  PLACE  DENFERT ROCHEREAU;EXILENE FILMS;SERIE TELEVISEE;75014;2016-05-16;2016-05-16;48.834239, 2.330634
MUNCH;GABRIEL LAFERRIERE;12  PLACE  DENFERT ROCHEREAU;EXILENE FILMS;SERIE TELEVISEE;75014;2016-05-17;2016-05-18;48.834239, 2.330634
FAIS PAS CI FAIS PAS CA/SAISON 9;PHILIPPE LEFEBVRE;PARKING  H/PROCHE RESTAURANT LE GALION;ELEPHANT STORY;SERIE TELEVISEE;75016;2016-05-19;2016-05-20;
MUNCH;GABRIEL LAFERRIERE;12  PLACE  DENFERT ROCHEREAU;EXILENE FILMS;SERIE TELEVISEE;75014;2016-05-23;2016-05-27;48.834239, 2.330634
THE COLLECTION;DAN ZEFF;CITE  DE TREVISE;FEDERATION ENTERTAINMENT;SERIE TELEVISEE;75009;2016-05-23;2016-05-23;48.875078, 2.346796
THE COLLECTION;DAN ZEFF;SQUARE  DE LA CITE DE TREVISE;FEDERATION ENTERTAINMENT;SERIE TELEVISEE;75009;2016-05-23;2016-05-23;48.875078, 2.346796
CLEM/SAISON 7;CHRISTOPHE CAMPOS;1  RUE  DE CHAZELLES;MERLIN PRODUCTIONS;SERIE TELEVISEE;75017;2016-05-23;2016-05-24;48.879445, 2.303292
LOULOU;LEO KARMANN;SQUARE  EMILE CHAUTEMPS;LA ONDA PRODUCTIONS;SERIE TELEVISEE;75003;2016-05-26;2016-05-26;
JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;1  RUE  PANHARD;DEMD PRODUCTIONS;SERIE TELEVISEE;75013;2016-06-03;2016-06-03;48.838779, 2.359355
CHEFS - SAISON 2;ARNAUD MALHERBE;RUE  D'ALSACE;CALT PRODUCTION;SERIE TELEVISEE;75010;2016-06-04;2016-06-04;48.878292, 2.358371
MUNCH;GABRIEL LAFERRIERE;RUE  DES ARTISTES;EXILENE FILMS;SERIE TELEVISEE;75014;2016-06-07;2016-06-07;48.826354, 2.334666
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;78  AVENUE  MOZART;CINETEVE;SERIE TELEVISEE;75016;2016-06-10;2016-06-10;48.852742, 2.26815
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;3  QUAI  AUX FLEURS;SON ET LUMIERE;SERIE TELEVISEE;75004;2016-06-15;2016-06-15;48.853182, 2.35199
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;RUE  JEAN PIERRE TIMBAUD;CINETEVE;SERIE TELEVISEE;75011;2016-06-20;2016-06-20;48.867009, 2.37456
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;5  RUE  SAINTE HELENE;SON ET LUMIERE;SERIE TELEVISEE;75013;2016-06-28;2016-06-28;48.818568, 2.352439
LE JOUR OU J'AI INVENTE;AXEL LATTUADA;STADE*  ELISABETH;TWINCATS PRODUCTIONS;SERIE TELEVISEE;75014;2016-07-01;2016-07-01;
JOSEPHINE ANGE GARDIEN/EPISODE 82;PHILIPPE PROTEAU;PARC  MONTSOURIS;DEMD PRODUCTIONS;SERIE TELEVISEE;75014;2016-07-11;2016-07-11;48.822372, 2.334367
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;RUE  EDOUARD JACQUES;CINETEVE;SERIE TELEVISEE;75014;2016-07-13;2016-07-13;48.835249, 2.321765
JOSEPHINE ANGE GARDIEN/EPISODE 82;PHILIPPE PROTEAU;RUE  DES QUATRE FRERES PEIGNOT;DEMD PRODUCTIONS;SERIE TELEVISEE;75015;2016-07-18;2016-07-19;48.846253, 2.283165
PROFILAGE/N°72;SIMON ASTIER;CHEMIN  CEINTURE DU LAC INFERIEUR/B.BOULOGNE;BEAUBOUG AUDIOVISUEL;SERIE TELEVISEE;75016;2016-07-19;2016-07-19;48.866603, 2.261552
INSIDE/OUT;MICHEL REILHAC;SQUARE  MARCEL BLEUSTEIN BLANCHET;SMALL BANG;SERIE TELEVISEE;75018;2016-07-21;2016-07-21;
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;4  RUE  DE LA COUR DES NOUES;CINETEVE;SERIE TELEVISEE;75020;2016-07-22;2016-07-23;48.863789, 2.403355
ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;11  PLACE  DAUPHINE/PALAIS DE JUSTICE;SON ET LUMIERE;SERIE TELEVISEE;75001;2016-08-01;2016-08-03;48.856212, 2.342446
BLACKPILLS/VIRGIN;NATH DUMONT;5  RUE  DE BERRI;TOGETHER MEDIA 2;SERIE TELEVISEE;75008;2016-08-01;2016-08-02;48.872003, 2.303188
RED OAKS;HALL HARTLEY;166  QUAI  DES GRANDS AUGUSTINS;FIRSTEP;SERIE TELEVISEE;75006;2016-08-04;2016-08-04;48.854737, 2.342109
BLACKPILLS/VIRGIN;NATH DUMONT;70  RUE  DE MEAUX;TOGETHER MEDIA 2;SERIE TELEVISEE;75019;2016-08-08;2016-08-12;48.88322, 2.37655
INSIDE/OUT;MICHEL REILHAC;PLACE  JEAN POULMARCH;SMALL BANG;SERIE TELEVISEE;75010;2016-08-10;2016-08-10;48.872526, 2.363446
BLACKPILLS/VIRGIN;NATH DUMONT;RUE  BENJAMIN FRANKLIN;TOGETHER MEDIA 2;SERIE TELEVISEE;75016;2016-08-15;2016-08-15;48.859865, 2.285393
CLEM/SAISON 7;CHRISTOPHE CAMPOS;19  RUE  PALESTRO;MERLIN PRODUCTIONS;SERIE TELEVISEE;75002;2016-08-22;2016-08-29;48.865645, 2.351516
LES OPTIMISTES;ALEXEÏ POPOGREBSKY;QUAI  D'ORLEANS;SERVICE PARIS PRODUCTION;SERIE TELEVISEE;75001;2016-08-23;2016-08-23;48.856182, 2.342193
10%/SAISON 2;JEANNE HERRY;8  RUE  NAVARIN;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-06;2016-09-06;48.879596, 2.339392
10%/SAISON 2;JEANNE HERRY;RUE  HENRI MONNIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-06;2016-09-06;48.880077, 2.33727
10%/SAISON 2;JEANNE HERRY;49  AVENUE  RAYMOND POINCARE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-09-15;2016-09-15;48.866777, 2.285901
10%/SAISON 2;JEANNE HERRY;AVENUE  KLEBER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75016;2016-09-15;2016-09-15;48.868042, 2.29059
LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;169  RUE  DE GRENELLE;CINETEVE;SERIE TELEVISEE;75007;2016-09-16;2016-09-16;48.857385, 2.305231
10%/SAISON 2;JEANNE HERRY;2  RUE  VIVIENNE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75002;2016-09-19;2016-09-19;48.866495, 2.33884
BLACKPILLS/RAISING HITLER;LOUIS FARGE;10  BOULEVARD  EMILE AUGIER;TOGETHER MEDIA 2;SERIE TELEVISEE;75016;2016-09-23;2016-09-23;48.859017, 2.273683
QU'EST-CE QU'ON ATTEND POUR ETRE HEUREUX;ANNE GIAFFERI;RUE  DUBAN;GAZELLE ET CIE;SERIE TELEVISEE;75016;2016-09-26;2016-09-26;48.856932, 2.277798
BLACKPILLS/RAISING HITLER;LOUIS FARGE;PONT  DES INVALIDES;TOGETHER MEDIA 2;SERIE TELEVISEE;75008;2016-09-27;2016-09-27;48.873277, 2.324163
10%/SAISON 2;JEANNE HERRY;47  RUE  DE MARTYRS;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-29;2016-09-29;48.879981, 2.340118
10%/SAISON 2;JEANNE HERRY;RUE  CLAVEL;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-29;2016-09-29;48.879094, 2.338395
10%/SAISON 2;JEANNE HERRY;RUE  HENRI MONNIER;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-29;2016-09-29;48.880077, 2.33727
10%/SAISON 2;JEANNE HERRY;AVENUE  TRUDAINE;MON VOISIN PRODUCTIONS;SERIE TELEVISEE;75009;2016-09-29;2016-09-29;48.881143, 2.343211
LES EX;MAURICE BARTHELEMY;RUE  FRANCOIS 1ER;RADAR FILMS;LONG METRAGE;75008;2016-10-06;2016-10-06;48.867743, 2.305237
JUST DIVORCED;MAXIME GOVARE;PLACE  DES VOSGES;LES IMPRODUCTIBLES;LONG METRAGE;75004;2016-10-06;2016-10-06;48.854978, 2.365625
JUST DIVORCED;MAXIME GOVARE;10/22  RUE  HEGESIPPE MOREAU;LES IMPRODUCTIBLES;LONG METRAGE;75018;2016-10-06;2016-10-06;48.887545, 2.327652
SIMONE BENLOULOU;MYRIAM AZIZA;42  RUE  DES SAULES;INCOGNITA;LONG METRAGE;75018;2016-10-06;2016-10-06;48.890213, 2.340424
LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;42  RUE  DU CHERCHE MIDI;WHY NOT PRODUCTIONS;LONG METRAGE;75006;2016-10-07;2016-10-07;48.849568, 2.326334
JUST DIVORCED;MAXIME GOVARE;8/12  RUE  BOISSY D'ANGLAS (BUDDHA BAR);LES IMPRODUCTIBLES;LONG METRAGE;75008;2016-10-07;2016-10-07;48.868566, 2.321761
H4-93;OLIVIER AYACHE VIDAL;15  BOULEVARD  RASPAIL;L'ATELIER DE PRODUCTION;LONG METRAGE;75007;2016-10-10;2016-10-10;48.854434, 2.326215
MARYLINE;GUILLAUME GALLIENNE;RUE  DALAYRAC;LGM FILMS;LONG METRAGE;75002;2016-10-10;2016-10-10;48.867843, 2.335176
SIMONE BENLOULOU;MYRIAM AZIZA;16  BOULEVARD  HAUSSMANN;INCOGNITA;LONG METRAGE;75009;2016-10-10;2016-10-10;48.872619, 2.336653
TUDO BOM TUDO BEM;WILLY BIONDANI;24  RUE  RENE BOULANGER;MACT PRODUCTIONS;LONG METRAGE;75010;2016-10-11;2016-10-11;48.86845, 2.362228
MARYLINE;GUILLAUME GALLIENNE;SQUARE  CAMBRONNE;LGM FILMS;LONG METRAGE;75015;2016-10-12;2016-10-13;48.843524, 2.302495
